,features/color,features/x,features/clarity,features/y,features/depth,features/z,features/carat,features/table,features/cut
18156,1,4.85,2,4.78,61.5,2.96,0.43,60.0,3
42156,2,4.38,7,4.43,61.3,2.7,0.31,55.0,4
42838,3,6.93,4,6.87,59.4,4.1,1.17,57.0,4
10860,1,4.24,3,4.22,62.9,2.66,0.3,58.0,3
27747,1,4.34,2,4.3,60.6,2.62,0.3,58.0,3
34773,4,6.7,2,6.66,62.1,4.15,1.13,58.0,3
30154,3,4.37,3,4.33,60.7,2.64,0.31,61.0,3
20808,3,6.56,3,6.6,60.9,4.01,1.07,58.0,2
53740,2,5.28,2,5.32,62.6,3.32,0.57,58.0,2
15887,2,6.7,6,6.74,59.7,4.01,1.11,58.0,4
15233,1,5.36,5,5.41,62.0,3.34,0.59,55.0,4
26654,3,6.34,1,6.39,58.4,3.72,0.9,55.0,1
46179,4,4.41,3,4.39,60.7,2.67,0.32,60.0,3
24972,6,4.7,7,4.64,62.7,2.93,0.4,60.0,3
27364,2,4.38,6,4.35,62.3,2.72,0.32,56.0,4
2257,4,7.4,3,7.36,61.2,4.52,1.51,58.0,3
13324,3,6.47,3,6.5,61.8,4.01,1.04,56.0,2
20456,5,4.47,4,4.51,62.4,2.8,0.34,55.0,4
38342,3,4.45,4,4.48,61.4,2.74,0.32,54.0,4
9083,5,7.26,2,7.31,63.3,4.61,1.53,58.0,2
5355,4,7.71,2,7.66,61.8,4.75,1.73,59.0,3
38861,3,7.48,2,7.43,60.0,4.47,1.5,61.0,3
40703,0,6.39,5,6.43,62.7,4.02,1.03,58.0,2
22161,2,5.3,3,5.27,61.1,3.23,0.55,57.0,4
1519,3,6.74,6,6.77,61.1,4.13,1.14,58.0,4
1378,2,6.32,1,6.4,62.7,3.99,1.01,55.0,2
22056,3,6.92,1,6.9,60.2,4.16,1.22,58.0,3
25599,5,5.69,2,5.71,61.6,3.51,0.7,56.0,4
18971,3,6.48,7,6.52,62.5,4.06,1.05,56.0,4
15206,2,5.68,1,5.64,62.0,3.51,0.72,57.0,4
22005,3,7.4,2,7.49,58.8,4.38,1.51,62.0,1
17508,0,4.51,2,4.49,62.7,2.82,0.35,56.0,4
45968,5,8.18,1,8.1,61.0,5.02,2.06,61.0,3
1316,0,6.29,1,6.24,64.0,4.01,1.0,59.0,1
5842,1,5.07,1,5.03,62.4,3.15,0.5,57.0,4
39890,0,7.45,1,7.41,60.7,4.51,1.53,60.0,3
16211,1,5.71,5,5.74,62.0,3.55,0.72,58.0,2
12820,1,5.81,3,5.83,61.9,3.6,0.75,57.0,4
5832,1,5.18,5,5.15,62.1,3.21,0.51,57.0,3
9821,1,3.92,6,3.95,63.5,2.5,0.23,54.0,2
45486,1,5.18,4,5.25,60.0,3.13,0.51,57.0,2
28099,5,4.24,4,4.29,62.6,2.67,0.3,54.0,4
33290,0,6.8,5,6.82,62.7,4.27,1.2,54.0,4
24427,2,4.45,3,4.48,61.4,2.74,0.33,57.0,4
29796,1,4.49,4,4.57,58.3,2.64,0.33,62.0,2
15372,0,5.2,3,5.23,61.4,3.2,0.53,56.0,4
33002,1,4.58,6,4.51,62.0,2.82,0.35,56.0,4
12180,1,4.92,3,4.95,62.6,3.09,0.47,57.0,2
20180,2,4.08,7,4.11,61.1,2.5,0.25,54.0,2
28694,1,4.94,1,4.82,63.2,3.09,0.45,54.0,2
6318,5,4.54,3,4.57,61.9,2.82,0.36,56.0,4
23478,1,4.45,3,4.49,62.4,2.79,0.34,56.0,4
44760,1,4.31,3,4.34,61.5,2.66,0.3,55.0,4
26586,0,6.32,2,6.29,63.9,4.03,1.01,60.0,1
51931,4,6.52,1,6.57,60.2,3.94,1.04,60.0,2
34716,1,3.99,4,4.02,66.4,2.66,0.27,58.0,0
39129,0,4.36,3,4.41,61.3,2.69,0.31,57.0,4
53140,1,4.67,2,4.64,61.2,2.85,0.38,59.0,3
32441,2,5.16,1,5.12,61.7,3.17,0.52,58.0,3
51894,2,4.26,4,4.3,61.9,2.65,0.3,59.0,2
44452,0,4.44,3,4.41,61.9,2.74,0.32,55.0,4
48695,5,4.81,4,4.84,62.4,3.01,0.43,56.0,4
52714,5,5.04,2,5.07,62.5,3.16,0.48,54.0,4
2224,1,5.22,3,5.19,61.9,3.22,0.53,55.0,4
25682,2,4.4,3,4.37,61.3,2.69,0.32,57.0,4
43148,1,7.05,5,7.11,60.5,4.28,1.3,58.0,2
25394,2,6.67,1,6.57,63.1,4.18,1.15,63.0,2
48014,5,4.65,3,4.58,62.4,2.88,0.38,56.0,2
16209,5,4.32,5,4.28,61.9,2.66,0.3,61.0,3
31331,2,6.37,2,6.25,62.8,3.96,1.0,61.0,3
5571,0,6.9,5,6.89,61.1,4.21,1.21,59.0,3
37291,4,4.57,3,4.63,59.8,2.75,0.35,62.0,2
5793,2,7.06,0,6.99,59.2,4.16,1.27,64.0,1
50235,3,5.14,5,5.1,60.7,3.11,0.5,57.0,3
5738,2,5.44,5,5.49,61.5,3.36,0.61,56.0,4
19008,2,5.26,2,5.31,63.2,3.34,0.57,55.0,1
37496,3,4.64,1,4.68,61.6,2.87,0.38,55.0,4
40586,3,4.37,4,4.41,60.4,2.65,0.31,59.0,2
41627,5,5.95,6,5.99,62.8,3.75,0.82,58.0,2
5276,5,4.3,1,4.26,63.3,2.71,0.3,56.0,2
15275,2,6.59,1,6.52,59.6,3.91,1.01,59.0,3
35205,4,4.28,4,4.25,64.0,2.73,0.31,59.0,1
22440,5,4.63,2,4.58,62.3,2.87,0.38,56.0,4
14087,0,6.79,2,6.73,60.5,4.09,1.14,59.0,3
27990,1,6.09,2,6.13,62.8,3.84,0.9,58.0,2
22736,0,4.32,2,4.27,62.9,2.7,0.31,57.0,4
26917,4,6.44,2,6.45,62.1,4.0,1.0,58.0,2
44757,1,5.27,3,5.23,59.2,3.11,0.51,58.0,3
3167,1,4.89,3,4.93,62.1,3.05,0.46,57.0,2
31897,0,4.83,2,4.89,61.1,2.97,0.43,59.0,3
23545,1,6.73,1,6.79,60.5,4.09,1.12,55.0,4
46520,2,6.51,2,6.56,60.6,3.96,1.05,59.0,4
24142,1,4.5,4,4.47,60.0,2.69,0.33,57.0,4
48688,3,8.23,1,8.3,60.3,4.98,2.04,59.0,3
14027,0,5.45,2,5.4,62.3,3.38,0.61,58.0,3
7016,2,6.39,6,6.33,63.2,4.02,1.01,56.0,2
46154,1,7.23,2,7.28,63.5,4.61,1.51,57.0,1
48766,1,6.51,5,6.61,62.3,4.09,1.07,56.0,4
45409,0,6.39,3,6.44,63.3,4.06,1.03,57.0,2
50735,0,4.47,5,4.48,60.8,2.72,0.33,58.0,2
37713,2,5.98,3,6.04,60.9,3.66,0.8,57.0,4
15649,5,6.79,1,6.84,62.9,4.29,1.22,56.0,2
12237,3,4.41,2,4.38,61.0,2.68,0.32,61.0,3
38814,3,6.4,6,6.43,63.0,4.04,1.02,58.0,2
28278,3,4.49,5,4.52,62.4,2.81,0.34,53.0,4
9227,4,4.53,4,4.56,61.8,2.81,0.35,57.0,4
5585,5,8.28,4,8.22,61.9,5.11,2.11,57.0,4
5590,4,6.58,1,6.63,60.9,4.02,1.06,56.0,4
33996,4,4.07,6,4.09,59.8,2.44,0.25,59.0,3
18691,1,4.56,3,4.59,62.3,2.85,0.37,56.0,4
46109,5,4.31,4,4.37,62.4,2.71,0.32,56.0,2
46101,4,5.54,2,5.57,61.7,3.43,0.64,55.0,4
31566,1,8.22,1,8.16,62.3,5.1,2.08,59.0,3
14743,3,7.01,3,7.04,62.8,4.41,1.35,59.0,2
8244,4,6.43,3,6.49,62.7,4.05,1.05,59.0,3
50630,4,4.31,5,4.34,61.5,2.66,0.3,57.0,4
16237,1,5.38,3,5.42,61.5,3.32,0.59,56.0,4
39323,1,5.98,1,5.92,60.8,3.62,0.78,56.0,4
53123,1,4.37,3,4.4,61.1,2.68,0.31,56.0,4
15373,3,5.21,3,5.25,62.7,3.28,0.54,58.0,3
12145,3,6.72,4,6.67,60.3,4.04,1.1,62.0,2
159,3,7.28,2,7.4,60.1,4.41,1.5,61.0,2
25235,2,5.71,1,5.74,62.2,3.56,0.71,56.0,4
1589,0,5.77,3,5.82,60.4,3.5,0.71,57.0,4
24035,4,6.12,3,6.08,63.1,3.85,0.9,60.0,2
15369,1,5.41,3,5.46,61.8,3.36,0.6,56.0,4
38333,5,4.68,3,4.64,62.9,2.93,0.39,57.0,4
23071,5,8.0,4,7.96,62.5,4.99,2.01,56.0,4
7190,5,6.76,4,6.7,62.1,4.18,1.18,58.0,3
16566,2,5.84,1,5.8,60.5,3.52,0.73,57.0,3
10576,2,4.15,5,4.2,61.3,2.56,0.27,62.0,2
30750,1,4.0,5,4.05,63.1,2.54,0.25,56.0,1
47829,4,6.5,1,6.56,62.8,4.1,1.07,56.0,4
23864,5,7.01,3,6.99,60.3,4.22,1.3,60.0,3
46132,3,4.44,3,4.47,62.2,2.77,0.34,57.0,4
34324,1,7.26,1,7.19,63.4,4.58,1.51,59.0,2
35596,0,4.23,6,4.2,61.7,2.6,0.28,57.0,4
33204,6,7.38,4,7.46,62.5,4.64,1.56,56.0,4
22173,4,5.88,5,5.95,62.0,3.67,0.79,55.9,4
15592,1,5.72,4,5.74,62.3,3.57,0.73,58.0,2
53490,1,6.0,1,5.97,62.2,3.72,0.82,57.0,4
28454,5,5.7,6,5.64,62.3,3.53,0.7,55.0,4
23782,3,6.49,5,6.54,61.1,3.98,1.01,57.0,4
35548,4,6.57,3,6.61,61.2,4.03,1.06,55.0,4
36469,3,6.31,6,6.35,63.8,4.04,1.0,60.0,1
38454,3,4.38,4,4.4,60.6,2.66,0.3,57.0,4
4727,1,5.71,2,5.66,61.4,3.49,0.7,64.0,1
17622,3,6.37,3,6.41,62.4,3.99,1.01,58.0,2
2951,1,4.28,2,4.3,62.5,2.68,0.3,59.0,3
35323,0,6.59,1,6.56,62.1,4.08,1.09,56.0,4
30622,1,4.66,3,4.68,62.0,2.89,0.38,54.2,4
10350,3,6.7,1,6.65,62.8,4.19,1.15,57.0,4
49958,1,5.5,6,5.55,59.9,3.31,0.61,61.0,4
45505,4,7.64,1,7.6,58.8,4.48,1.56,59.0,3
39233,6,6.13,4,6.18,62.4,3.84,0.9,57.0,2
40123,2,4.4,6,4.43,61.6,2.72,0.32,55.0,4
15717,1,5.64,1,5.6,63.7,3.58,0.7,61.0,1
40591,3,6.46,1,6.41,61.7,3.97,1.02,58.0,3
24297,0,3.98,5,4.02,63.0,2.52,0.25,56.0,2
12449,3,6.34,5,6.36,63.0,4.0,1.01,61.0,2
51945,4,4.7,2,4.73,62.1,2.93,0.4,62.0,2
15271,3,5.7,2,5.76,61.8,3.54,0.7,56.0,2
5185,4,7.91,0,7.94,61.7,4.89,2.01,63.0,1
22031,4,4.44,4,4.46,62.0,2.76,0.33,55.0,4
8549,6,8.32,1,8.37,60.0,5.01,2.09,60.0,3
38010,3,7.33,2,7.41,62.4,4.6,1.53,57.0,4
18514,1,6.49,1,6.46,60.4,3.91,1.0,60.0,3
28220,3,4.32,4,4.29,62.3,2.68,0.3,56.0,4
2092,4,7.41,4,7.35,59.8,4.41,1.51,61.0,3
21793,4,6.76,3,6.84,62.8,4.27,1.23,56.0,4
10207,1,5.03,2,4.99,63.3,3.17,0.5,59.0,2
44716,3,4.53,4,4.57,62.2,2.83,0.36,59.0,3
32955,1,6.16,3,6.13,63.0,3.87,0.9,58.0,3
41869,0,5.07,2,5.09,62.8,3.19,0.51,56.0,2
24322,3,6.45,6,6.54,62.5,4.06,1.04,55.0,4
19810,1,6.32,0,6.29,59.6,3.76,0.91,59.0,3
1098,2,4.34,3,4.3,62.7,2.71,0.31,57.0,4
1381,2,4.44,1,4.48,61.4,2.74,0.33,57.0,4
50758,1,5.51,2,5.39,61.5,3.35,0.6,56.0,4
8605,5,7.39,4,7.41,61.2,4.53,1.53,59.0,3
48511,1,4.71,1,4.74,61.2,2.89,0.4,61.0,1
21281,0,6.42,1,6.37,62.3,3.99,1.02,58.0,3
11528,2,5.78,4,5.74,63.2,3.64,0.75,57.0,2
28182,2,6.81,1,6.74,58.9,3.99,1.21,60.0,3
15038,2,7.36,3,7.33,61.1,4.49,1.5,58.0,3
10433,5,8.54,1,8.61,62.3,5.34,2.43,59.0,4
29218,0,6.01,2,5.97,61.9,3.71,0.81,57.0,4
51040,1,5.33,4,5.29,58.2,3.09,0.51,58.0,3
41216,1,7.4,3,7.36,62.2,4.59,1.51,59.0,3
11390,4,6.64,3,6.67,61.3,4.08,1.1,56.0,4
41160,1,4.7,1,4.73,63.0,2.97,0.41,57.0,2
7295,2,5.69,1,5.72,61.8,3.53,0.71,57.0,4
8068,5,4.38,2,4.41,60.8,2.67,0.31,56.0,4
12935,3,5.09,5,5.12,62.9,3.21,0.51,57.0,2
42727,2,4.35,2,4.37,61.2,2.67,0.3,55.0,4
20620,0,5.85,4,5.81,61.1,3.56,0.73,57.0,4
9764,3,4.33,6,4.35,60.6,2.63,0.3,61.0,2
32792,0,4.34,5,4.36,61.4,2.67,0.3,55.0,4
3363,4,6.08,3,6.12,62.3,3.8,0.87,57.0,4
1088,4,7.6,1,7.55,59.4,4.5,1.6,59.0,3
12866,2,4.96,2,4.92,60.9,3.01,0.44,58.0,3
10886,3,4.31,1,4.27,62.5,2.68,0.3,59.0,3
11590,2,5.66,2,5.75,61.9,3.53,0.7,57.0,4
52809,4,5.1,4,5.13,62.3,3.18,0.51,56.0,2
19225,4,4.45,4,4.49,60.6,2.71,0.34,60.0,3
10503,4,7.2,3,7.22,59.9,4.32,1.36,57.0,4
12306,1,6.41,6,6.46,61.5,3.96,1.02,59.0,3
27810,0,4.71,5,4.67,60.8,2.85,0.38,55.0,3
20536,3,4.74,4,4.8,61.6,2.94,0.41,59.0,2
49847,5,6.3,2,6.33,63.0,3.98,1.0,58.0,2
15906,0,6.27,4,6.21,64.0,3.99,1.0,58.0,1
11944,2,4.09,3,4.12,62.1,2.55,0.26,54.0,4
39105,1,6.41,3,6.45,61.7,3.97,1.01,56.0,2
17611,4,8.48,1,8.52,58.9,5.01,2.17,62.0,1
276,1,4.67,6,4.71,62.9,2.95,0.4,56.0,2
12413,2,4.24,4,4.27,63.0,2.68,0.29,55.0,2
26943,4,4.26,3,4.22,62.7,2.66,0.3,59.0,3
22313,2,6.81,5,6.84,60.7,4.14,1.22,62.0,2
19337,2,6.29,2,6.32,63.8,4.02,1.01,59.0,1
36674,3,4.34,7,4.31,61.7,2.67,0.3,55.0,4
21162,4,4.32,4,4.34,62.4,2.7,0.3,55.0,4
5845,0,5.88,2,5.92,62.0,3.66,0.76,57.0,4
36188,0,4.35,2,4.33,63.8,2.77,0.32,56.0,1
27103,2,4.79,4,4.77,62.3,2.98,0.42,55.0,4
33905,1,4.34,3,4.38,61.0,2.66,0.31,56.0,4
24566,2,5.78,6,5.8,61.0,3.53,0.72,56.0,4
26910,6,6.13,1,6.07,66.9,4.08,1.01,58.0,0
24045,4,6.54,7,6.47,60.6,3.94,1.0,57.0,3
25518,4,6.32,3,6.29,59.6,3.76,0.92,59.0,3
46092,0,4.81,4,4.88,60.7,2.94,0.42,60.0,2
2490,6,7.25,5,7.22,62.8,4.54,1.5,62.0,3
21826,5,6.5,3,6.41,62.9,4.06,1.04,56.0,4
48933,2,4.46,2,4.42,62.8,2.79,0.34,56.0,4
40510,1,4.69,3,4.72,60.1,2.83,0.38,56.0,4
14482,2,4.48,3,4.44,59.4,2.65,0.32,58.0,3
45895,4,5.81,1,5.84,63.0,3.67,0.76,56.0,4
36703,0,6.09,1,6.04,63.8,3.87,0.91,58.0,1
15072,2,6.33,1,6.26,63.4,3.99,1.01,60.0,2
2384,2,4.84,6,4.81,62.0,2.99,0.43,57.0,4
8016,5,6.7,5,6.79,62.7,4.23,1.18,55.0,4
39852,4,4.26,3,4.28,61.8,2.64,0.3,58.0,4
16499,0,4.5,3,4.52,60.8,2.74,0.34,57.0,4
34631,1,4.38,4,4.42,60.0,2.64,0.31,59.0,3
48456,1,6.34,2,6.37,63.1,4.01,1.01,60.0,1
19503,4,6.79,2,6.71,62.2,4.2,1.2,59.0,3
33132,6,8.09,2,8.15,62.6,5.08,2.08,58.0,2
41862,1,6.15,1,6.06,62.6,3.82,0.9,56.0,4
28398,4,6.49,2,6.52,62.1,4.04,1.04,57.0,4
50450,3,6.81,4,6.79,60.6,4.12,1.17,60.0,3
50245,4,6.87,2,6.84,60.8,4.17,1.19,59.0,3
18354,3,4.36,4,4.4,61.4,2.69,0.32,58.0,3
21083,3,5.19,5,5.22,62.1,3.23,0.54,56.0,4
28753,2,5.22,1,5.18,57.7,3.0,0.5,62.0,1
3802,3,4.53,6,4.5,61.8,2.79,0.35,57.0,3
48077,3,4.28,5,4.31,62.2,2.67,0.3,59.0,3
30386,0,4.84,2,4.8,61.2,2.95,0.43,60.0,3
36304,1,5.71,3,5.74,62.0,3.55,0.72,57.0,4
36593,3,6.9,3,6.93,61.9,4.28,1.27,57.0,4
39410,2,6.38,2,6.43,61.0,3.91,1.0,60.0,2
52081,1,6.29,0,6.32,59.6,3.76,0.91,59.0,3
12991,6,5.98,2,5.95,61.4,3.66,0.8,57.0,3
20878,4,6.95,2,6.9,61.7,4.27,1.26,58.0,4
50462,3,4.35,6,4.32,61.1,2.65,0.31,58.0,3
13527,4,4.33,5,4.35,60.6,2.63,0.3,58.0,2
28064,0,4.64,4,4.69,61.7,2.88,0.39,59.0,2
7269,1,6.73,3,6.76,61.4,4.14,1.15,57.0,4
38115,6,6.84,3,6.86,61.8,4.23,1.2,55.0,4
40697,0,5.23,2,5.15,61.7,3.2,0.53,56.0,4
12982,1,7.15,2,7.1,67.2,4.79,1.51,53.0,0
7166,2,5.19,2,5.23,62.2,3.24,0.52,54.0,4
12869,0,6.26,1,6.24,60.8,3.8,0.9,56.0,4
29535,4,4.74,4,4.66,63.4,2.98,0.4,58.0,2
38635,3,5.65,3,5.61,63.1,3.55,0.7,58.0,2
37529,5,6.93,2,6.96,62.3,4.33,1.3,58.0,2
882,2,7.5,2,7.43,62.9,4.69,1.61,59.0,3
32272,2,4.62,2,4.6,62.7,2.89,0.38,58.0,3
13893,3,6.5,2,6.41,62.8,4.05,1.04,57.0,3
51955,4,4.3,4,4.32,62.6,2.7,0.31,60.0,3
29689,5,4.35,4,4.38,61.9,2.7,0.31,53.9,4
557,2,4.73,4,4.77,61.9,2.94,0.41,57.0,4
1960,3,5.28,3,5.32,61.9,3.28,0.56,55.0,4
46099,3,6.6,1,6.67,62.4,4.14,1.14,60.0,2
1207,0,5.37,4,5.32,61.9,3.31,0.59,58.0,3
25552,3,4.57,7,4.52,61.8,2.81,0.35,56.0,4
7684,2,4.52,2,4.57,62.5,2.84,0.37,58.0,2
16859,3,6.44,2,6.5,61.4,3.97,1.01,57.0,4
26086,5,5.76,2,5.83,60.2,3.49,0.71,58.0,2
44789,3,4.07,5,4.1,61.9,2.53,0.25,55.0,4
28308,3,5.66,3,5.69,63.1,3.58,0.7,58.0,1
10485,1,5.23,3,5.18,61.5,3.2,0.53,56.0,4
19595,3,5.53,6,5.43,60.0,3.29,0.6,58.0,3
3630,1,6.45,1,6.41,62.8,4.04,1.04,59.0,3
1708,1,6.29,1,6.35,63.3,4.0,1.01,58.0,1
26421,3,5.99,1,5.96,60.8,3.63,0.79,57.0,4
24842,0,5.56,5,5.58,59.6,3.32,0.61,57.0,2
1140,5,4.34,7,4.4,61.3,2.68,0.31,57.0,4
38975,1,5.72,4,5.66,62.0,3.53,0.71,57.0,4
10238,4,5.08,6,5.11,61.4,3.12,0.5,57.0,4
26485,1,4.9,1,4.86,58.8,2.87,0.42,60.0,3
43171,1,5.81,1,5.89,60.4,3.54,0.73,56.0,4
35428,3,4.42,4,4.51,61.6,2.75,0.33,57.0,2
25232,5,5.52,5,5.59,61.3,3.4,0.65,59.3,2
14852,0,6.22,2,6.17,61.8,3.83,0.9,57.0,4
1307,5,4.68,5,4.75,62.4,2.94,0.41,57.0,4
18951,0,5.4,2,5.44,62.2,3.37,0.6,56.0,2
48980,0,5.23,2,5.27,61.7,3.24,0.54,55.0,4
12452,2,5.83,3,5.79,61.1,3.55,0.72,56.0,4
19218,3,4.48,7,4.45,61.6,2.75,0.33,56.0,4
39673,4,5.15,3,5.18,60.9,3.15,0.51,56.4,4
44695,2,5.32,4,5.28,62.1,3.29,0.56,56.0,4
46840,4,6.33,1,6.31,62.7,3.96,1.0,58.0,3
9429,0,5.69,5,5.74,57.7,3.3,0.65,60.0,2
34919,1,6.66,2,6.62,61.4,4.08,1.11,58.0,4
20219,4,6.58,1,6.61,59.1,3.9,1.01,59.0,4
19554,1,6.19,2,6.14,62.4,3.85,0.9,57.0,3
51405,3,4.52,6,4.55,62.8,2.85,0.36,57.0,2
13283,3,6.54,2,6.58,59.8,3.92,1.01,58.0,3
26762,3,6.71,2,6.77,62.8,4.23,1.19,57.0,2
37772,3,4.53,2,4.5,63.3,2.86,0.36,56.0,2
15996,5,6.75,2,6.8,62.4,4.23,1.2,57.0,4
25879,4,8.19,2,8.12,62.9,5.13,2.1,57.0,4
30654,3,6.96,1,6.91,61.1,4.24,1.25,58.0,3
34395,4,6.53,3,6.48,61.2,3.98,1.02,56.0,4
19840,4,8.4,1,8.44,62.1,5.23,2.28,59.0,3
9714,1,5.91,2,5.87,61.6,3.63,0.77,57.0,4
358,1,5.34,3,5.27,61.8,3.28,0.55,57.0,4
138,3,7.45,5,7.42,60.5,4.5,1.51,56.0,4
8491,6,5.87,2,5.82,60.4,3.53,0.72,61.0,3
26132,2,4.25,7,4.3,62.0,2.65,0.3,58.0,4
16766,4,4.17,3,4.19,60.5,2.53,0.27,57.0,4
43949,2,6.93,4,6.86,62.7,4.32,1.26,58.0,3
340,1,6.39,3,6.42,62.5,4.0,1.01,54.0,4
4857,1,8.16,1,8.24,61.5,5.04,2.03,59.0,3
9569,2,4.78,6,4.83,61.8,2.97,0.41,54.0,4
46633,3,6.9,4,6.84,61.4,4.22,1.21,56.0,4
10582,3,4.8,2,4.76,61.3,2.93,0.41,58.0,3
5498,3,6.53,3,6.59,61.6,4.04,1.06,56.0,4
21300,1,4.55,3,4.56,61.9,2.82,0.36,56.0,4
8556,4,6.17,1,6.19,61.8,3.82,0.9,57.0,4
10913,3,6.52,3,6.59,59.2,3.88,1.01,59.0,2
1932,0,6.65,1,6.72,58.6,3.92,1.04,58.0,2
2352,0,5.32,3,5.35,61.9,3.3,0.57,58.0,3
15848,3,6.3,4,6.35,63.6,4.02,1.01,57.0,2
3236,4,4.74,6,4.78,62.2,2.96,0.41,57.0,4
27716,0,5.79,1,5.82,61.5,3.57,0.74,59.0,2
45123,3,6.1,5,6.14,63.4,3.88,0.91,58.0,2
42261,5,6.33,2,6.37,62.7,3.98,1.0,56.0,4
39919,4,5.64,5,5.67,63.0,3.56,0.71,59.0,1
36575,3,6.69,3,6.64,62.0,4.13,1.12,56.0,4
34704,5,8.49,1,8.45,62.0,5.25,2.32,57.0,4
5619,0,5.14,2,5.18,60.1,3.1,0.51,60.0,3
14973,0,6.16,2,6.21,61.3,3.79,0.9,58.0,4
20538,1,5.74,2,5.77,61.7,3.55,0.71,56.0,4
25372,4,4.17,6,4.22,61.5,2.58,0.28,58.0,2
18800,2,7.68,2,7.64,62.4,4.78,1.74,57.0,4
6344,2,6.44,2,6.47,61.0,3.94,1.01,61.0,2
6139,5,5.72,5,5.8,61.6,3.56,0.71,56.0,4
785,2,4.46,4,4.49,61.2,2.74,0.33,56.0,4
30403,1,5.78,5,5.8,61.7,3.57,0.71,56.0,4
23173,4,5.44,2,5.48,61.9,3.38,0.61,54.0,4
27734,0,5.31,7,5.41,58.0,3.12,0.55,62.0,1
31778,5,7.31,4,7.27,62.9,4.59,1.52,60.0,4
8036,0,3.77,3,3.72,61.7,2.31,0.2,60.0,3
8315,1,6.7,1,6.64,59.2,3.95,1.04,58.0,3
6313,3,4.68,3,4.64,62.4,2.91,0.39,56.0,3
22052,4,6.55,6,6.53,61.3,4.01,1.06,57.0,4
18556,5,6.7,1,6.66,63.2,4.22,1.21,57.0,2
2169,3,5.17,5,5.19,62.4,3.23,0.52,55.0,4
50062,6,8.58,2,8.65,62.8,5.41,2.5,57.0,2
14138,3,4.4,4,4.43,61.2,2.7,0.32,57.0,4
18693,4,4.66,3,4.64,62.8,2.92,0.38,55.0,4
26417,3,5.73,1,5.75,61.3,3.52,0.71,58.0,2
11826,0,6.13,4,6.18,63.0,3.88,0.9,56.0,2
25833,0,6.78,5,6.81,62.7,4.26,1.2,56.0,4
49114,3,4.77,4,4.8,61.2,2.93,0.41,57.0,4
6591,0,4.32,2,4.35,62.3,2.7,0.31,56.0,4
37226,4,4.44,3,4.4,61.3,2.71,0.32,55.0,4
47093,0,5.27,4,5.3,60.5,3.2,0.53,58.0,2
7597,3,5.71,5,5.75,62.1,3.56,0.7,53.0,4
42138,4,6.9,2,6.86,62.4,4.3,1.25,55.0,4
24323,2,6.43,2,6.47,60.3,3.89,1.0,58.0,3
4652,5,4.41,3,4.44,59.9,2.65,0.31,60.0,3
28226,3,5.66,3,5.64,61.8,3.49,0.7,58.0,3
33210,1,4.45,3,4.43,62.6,2.78,0.34,55.0,4
19799,1,5.73,3,5.76,62.8,3.61,0.74,58.0,2
42359,2,6.73,0,6.66,64.6,4.33,1.2,56.0,0
7069,1,4.48,3,4.51,60.5,2.72,0.33,56.0,4
51662,1,5.44,2,5.49,61.5,3.36,0.62,57.0,4
42417,3,4.38,4,4.4,60.6,2.66,0.31,56.0,4
50811,1,7.02,3,6.97,61.2,4.28,1.27,59.0,3
5744,1,6.8,1,6.82,59.9,4.08,1.16,57.0,4
48515,1,5.44,3,5.49,60.6,3.31,0.59,60.0,2
17438,2,4.85,4,4.87,61.4,2.98,0.43,61.1,1
29504,2,4.04,3,4.06,61.2,2.48,0.24,57.0,4
48613,3,4.8,3,4.82,61.5,2.96,0.41,58.0,3
26039,1,6.34,3,6.37,62.8,3.99,1.0,57.0,2
11951,3,5.29,2,5.34,60.4,3.21,0.54,56.0,2
929,4,5.3,2,5.28,63.1,3.34,0.57,54.0,2
52820,3,6.6,3,6.56,60.9,4.01,1.07,58.0,3
22852,2,5.35,2,5.4,59.9,3.22,0.58,58.0,2
8767,2,6.11,2,6.07,59.4,3.62,0.81,60.0,3
11120,0,4.41,5,4.44,60.1,2.66,0.32,58.0,2
47498,6,8.06,4,8.14,61.2,4.96,2.01,60.0,2
28797,5,6.44,2,6.5,59.8,3.87,1.0,57.0,4
11738,0,6.91,1,6.84,57.0,3.92,1.1,62.0,1
46558,1,5.12,2,5.17,60.8,3.13,0.51,57.0,2
44014,1,4.28,6,4.33,61.3,2.64,0.3,59.0,3
2011,4,6.69,2,6.64,61.5,4.1,1.11,59.0,3
17297,1,4.11,4,4.1,61.9,2.54,0.26,58.0,3
40379,2,7.27,3,7.22,63.6,4.61,1.5,55.0,1
48796,2,6.52,2,6.49,60.6,3.94,1.01,59.0,3
50577,5,4.72,4,4.66,59.9,2.81,0.38,60.0,3
44179,1,4.77,6,4.75,62.2,2.96,0.41,58.0,3
18990,3,5.72,1,5.74,62.1,3.56,0.72,55.3,4
27840,1,6.4,1,6.38,60.5,3.87,0.93,54.0,4
21312,1,8.65,1,8.6,63.1,5.44,2.51,56.0,2
26167,3,6.57,5,6.55,61.0,4.0,1.06,57.0,4
39332,3,5.15,6,5.07,61.3,3.13,0.5,57.0,3
53318,1,5.74,4,5.7,62.2,3.56,0.71,57.0,4
16390,4,6.2,3,6.23,62.6,3.89,0.91,57.0,4
11172,0,5.61,5,5.65,61.5,3.46,0.69,61.0,1
40603,4,5.35,1,5.38,61.5,3.3,0.57,55.0,4
22967,3,7.03,2,7.0,60.4,4.24,1.25,57.0,4
